n_programs,n_applicants,spots_per_program,interviews_per_spot,simulations_per_s,max_applications,study_min_signal,study_max_signal,result_file_prefix
173,8368,5,20,20,30,3,27,heatmap_np173_pos1005_sppcalc5_na8368_ips20_ma30
137,5773,29,12,20,60,3,40,heatmap_np137_pos3983_sppcalc29_na5773_ips12_ma60
170,4257,27,11,20,37,3,34,heatmap_np170_pos4712_sppcalc27_na4257_ips11_ma37
293,5112,4,18,20,58,3,40,heatmap_np293_pos1267_sppcalc4_na5112_ips18_ma58
354,4549,7,12,20,56,3,40,heatmap_np354_pos2567_sppcalc7_na4549_ips12_ma56
304,938,3,15,20,17,3,14,heatmap_np304_pos965_sppcalc3_na938_ips15_ma17
221,8903,2,14,20,23,3,20,heatmap_np221_pos568_sppcalc2_na8903_ips14_ma23
156,8529,22,14,20,18,3,15,heatmap_np156_pos3444_sppcalc22_na8529_ips14_ma18
147,1484,10,20,20,24,3,21,heatmap_np147_pos1498_sppcalc10_na1484_ips20_ma24
265,8781,18,10,20,67,3,40,heatmap_np265_pos4848_sppcalc18_na8781_ips10_ma67
91,3944,44,20,20,54,3,40,heatmap_np91_pos4094_sppcalc44_na3944_ips20_ma54
148,5691,19,13,20,8,3,5,heatmap_np148_pos2862_sppcalc19_na5691_ips13_ma8
101,3820,28,16,20,25,3,22,heatmap_np101_pos2858_sppcalc28_na3820_ips16_ma25
255,1847,16,6,20,46,3,40,heatmap_np255_pos4278_sppcalc16_na1847_ips6_ma46
113,6867,30,16,20,41,3,38,heatmap_np113_pos3408_sppcalc30_na6867_ips16_ma41
348,4726,8,13,20,13,3,10,heatmap_np348_pos2936_sppcalc8_na4726_ips13_ma13
189,2681,24,11,20,11,3,8,heatmap_np189_pos4558_sppcalc24_na2681_ips11_ma11
232,8766,14,17,20,48,3,40,heatmap_np232_pos3319_sppcalc14_na8766_ips17_ma48
176,2923,26,17,20,20,3,17,heatmap_np176_pos4583_sppcalc26_na2923_ips17_ma20
323,1494,9,13,20,41,3,38,heatmap_np323_pos3164_sppcalc9_na1494_ips13_ma41
273,5454,5,11,20,14,3,11,heatmap_np273_pos1635_sppcalc5_na5454_ips11_ma14
344,3870,1,5,20,7,3,4,heatmap_np344_pos30_sppcalc1_na3870_ips5_ma7
259,9607,3,12,20,54,3,40,heatmap_np259_pos785_sppcalc3_na9607_ips12_ma54
298,6209,1,19,20,34,3,31,heatmap_np298_pos309_sppcalc1_na6209_ips19_ma34
346,6819,8,13,20,51,3,40,heatmap_np346_pos2980_sppcalc8_na6819_ips13_ma51
169,7438,9,10,20,49,3,40,heatmap_np169_pos1602_sppcalc9_na7438_ips10_ma49
180,5581,5,7,20,34,3,31,heatmap_np180_pos1061_sppcalc5_na5581_ips7_ma34
175,4143,6,6,20,18,3,15,heatmap_np175_pos1130_sppcalc6_na4143_ips6_ma18
165,5694,9,18,20,35,3,32,heatmap_np165_pos1598_sppcalc9_na5694_ips18_ma35
296,4364,4,11,20,33,3,30,heatmap_np296_pos1423_sppcalc4_na4364_ips11_ma33
187,6671,23,14,20,7,3,4,heatmap_np187_pos4471_sppcalc23_na6671_ips14_ma7
113,2166,43,18,20,70,3,40,heatmap_np113_pos4917_sppcalc43_na2166_ips18_ma70
256,54,10,12,20,75,3,40,heatmap_np256_pos2582_sppcalc10_na54_ips12_ma75
366,9401,7,9,20,31,3,28,heatmap_np366_pos2592_sppcalc7_na9401_ips9_ma31
222,2785,4,5,20,29,3,26,heatmap_np222_pos1032_sppcalc4_na2785_ips5_ma29
287,3695,5,15,20,66,3,40,heatmap_np287_pos1605_sppcalc5_na3695_ips15_ma66
74,3380,12,11,20,22,3,19,heatmap_np74_pos940_sppcalc12_na3380_ips11_ma22
309,3629,3,7,20,64,3,40,heatmap_np309_pos1184_sppcalc3_na3629_ips7_ma64
127,9447,19,12,20,20,3,17,heatmap_np127_pos2466_sppcalc19_na9447_ips12_ma20
278,1797,11,13,20,19,3,16,heatmap_np278_pos3089_sppcalc11_na1797_ips13_ma19
198,1576,21,9,20,48,3,40,heatmap_np198_pos4216_sppcalc21_na1576_ips9_ma48
36,6413,109,12,20,28,3,25,heatmap_np36_pos3932_sppcalc109_na6413_ips12_ma28
46,8254,29,5,20,38,3,35,heatmap_np46_pos1356_sppcalc29_na8254_ips5_ma38
387,4129,6,8,20,8,3,5,heatmap_np387_pos2478_sppcalc6_na4129_ips8_ma8
57,308,58,16,20,53,3,40,heatmap_np57_pos3309_sppcalc58_na308_ips16_ma53
216,7043,6,14,20,10,3,7,heatmap_np216_pos1506_sppcalc6_na7043_ips14_ma10
317,1718,7,18,20,49,3,40,heatmap_np317_pos2291_sppcalc7_na1718_ips18_ma49
338,1061,12,20,20,51,3,40,heatmap_np338_pos4391_sppcalc12_na1061_ips20_ma51
157,5926,26,6,20,46,3,40,heatmap_np157_pos4113_sppcalc26_na5926_ips6_ma46
397,34,2,8,20,49,3,40,heatmap_np397_pos961_sppcalc2_na34_ips8_ma49
375,4171,9,11,20,15,3,12,heatmap_np375_pos3523_sppcalc9_na4171_ips11_ma15
131,7247,1,17,20,10,3,7,heatmap_np131_pos49_sppcalc1_na7247_ips17_ma10
157,131,28,8,20,12,3,9,heatmap_np157_pos4427_sppcalc28_na131_ips8_ma12
32,7158,150,17,20,8,3,5,heatmap_np32_pos4823_sppcalc150_na7158_ips17_ma8
261,8618,17,9,20,17,3,14,heatmap_np261_pos4482_sppcalc17_na8618_ips9_ma17
57,406,71,8,20,38,3,35,heatmap_np57_pos4080_sppcalc71_na406_ips8_ma38
329,2296,12,6,20,47,3,40,heatmap_np329_pos4153_sppcalc12_na2296_ips6_ma47
324,5631,4,9,20,47,3,40,heatmap_np324_pos1532_sppcalc4_na5631_ips9_ma47
367,6609,5,5,20,7,3,4,heatmap_np367_pos2116_sppcalc5_na6609_ips5_ma7
299,3933,13,9,20,73,3,40,heatmap_np299_pos3975_sppcalc13_na3933_ips9_ma73
50,2303,43,9,20,30,3,27,heatmap_np50_pos2176_sppcalc43_na2303_ips9_ma30
364,2779,6,17,20,15,3,12,heatmap_np364_pos2500_sppcalc6_na2779_ips17_ma15
127,3430,17,20,20,68,3,40,heatmap_np127_pos2243_sppcalc17_na3430_ips20_ma68
321,97,9,9,20,48,3,40,heatmap_np321_pos3157_sppcalc9_na97_ips9_ma48
37,6256,80,6,20,14,3,11,heatmap_np37_pos2961_sppcalc80_na6256_ips6_ma14
245,7963,15,6,20,54,3,40,heatmap_np245_pos3734_sppcalc15_na7963_ips6_ma54
44,4740,8,6,20,22,3,19,heatmap_np44_pos373_sppcalc8_na4740_ips6_ma22
63,7634,63,6,20,63,3,40,heatmap_np63_pos3982_sppcalc63_na7634_ips6_ma63
136,703,23,8,20,45,3,40,heatmap_np136_pos3166_sppcalc23_na703_ips8_ma45
234,3595,2,8,20,28,3,25,heatmap_np234_pos576_sppcalc2_na3595_ips8_ma28
297,9843,9,19,20,68,3,40,heatmap_np297_pos2766_sppcalc9_na9843_ips19_ma68
47,7281,78,9,20,7,3,4,heatmap_np47_pos3681_sppcalc78_na7281_ips9_ma7
115,2978,30,5,20,44,3,40,heatmap_np115_pos3526_sppcalc30_na2978_ips5_ma44
365,3028,7,5,20,40,3,37,heatmap_np365_pos2748_sppcalc7_na3028_ips5_ma40
101,5938,10,17,20,7,3,4,heatmap_np101_pos1076_sppcalc10_na5938_ips17_ma7
310,4004,10,6,20,41,3,38,heatmap_np310_pos3346_sppcalc10_na4004_ips6_ma41
62,4158,26,19,20,39,3,36,heatmap_np62_pos1644_sppcalc26_na4158_ips19_ma39
114,2370,34,19,20,75,3,40,heatmap_np114_pos3975_sppcalc34_na2370_ips19_ma75
139,7841,30,16,20,28,3,25,heatmap_np139_pos4194_sppcalc30_na7841_ips16_ma28
22,8997,92,14,20,17,3,14,heatmap_np22_pos2034_sppcalc92_na8997_ips14_ma17
88,7722,37,11,20,32,3,29,heatmap_np88_pos3327_sppcalc37_na7722_ips11_ma32
148,5061,30,20,20,19,3,16,heatmap_np148_pos4565_sppcalc30_na5061_ips20_ma19
388,690,6,8,20,14,3,11,heatmap_np388_pos2653_sppcalc6_na690_ips8_ma14
10,380,184,12,20,9,3,6,heatmap_np10_pos1846_sppcalc184_na380_ips12_ma9
330,1693,9,9,20,23,3,20,heatmap_np330_pos3261_sppcalc9_na1693_ips9_ma23
91,6361,11,16,20,12,3,9,heatmap_np91_pos1046_sppcalc11_na6361_ips16_ma12
89,6339,1,9,20,35,3,32,heatmap_np89_pos21_sppcalc1_na6339_ips9_ma35
118,7691,12,13,20,71,3,40,heatmap_np118_pos1420_sppcalc12_na7691_ips13_ma71
328,3324,3,18,20,24,3,21,heatmap_np328_pos1051_sppcalc3_na3324_ips18_ma24
177,1161,17,11,20,26,3,23,heatmap_np177_pos3092_sppcalc17_na1161_ips11_ma26
243,6783,12,14,20,39,3,36,heatmap_np243_pos3095_sppcalc12_na6783_ips14_ma39
57,8320,60,8,20,13,3,10,heatmap_np57_pos3465_sppcalc60_na8320_ips8_ma13
212,8686,15,14,20,23,3,20,heatmap_np212_pos3208_sppcalc15_na8686_ips14_ma23
14,4113,221,20,20,7,3,4,heatmap_np14_pos3094_sppcalc221_na4113_ips20_ma7
197,7582,18,8,20,38,3,35,heatmap_np197_pos3713_sppcalc18_na7582_ips8_ma38
293,679,11,15,20,13,3,10,heatmap_np293_pos3448_sppcalc11_na679_ips15_ma13
217,4272,18,8,20,36,3,33,heatmap_np217_pos4057_sppcalc18_na4272_ips8_ma36
89,434,22,11,20,45,3,40,heatmap_np89_pos1959_sppcalc22_na434_ips11_ma45
62,3848,30,14,20,19,3,16,heatmap_np62_pos1896_sppcalc30_na3848_ips14_ma19
119,1051,2,10,20,53,3,40,heatmap_np119_pos299_sppcalc2_na1051_ips10_ma53
195,8111,1,19,20,40,3,37,heatmap_np195_pos345_sppcalc1_na8111_ips19_ma40
71,1536,6,15,20,7,3,4,heatmap_np71_pos459_sppcalc6_na1536_ips15_ma7
275,134,11,19,20,44,3,40,heatmap_np275_pos3100_sppcalc11_na134_ips19_ma44
215,4603,6,14,20,72,3,40,heatmap_np215_pos1341_sppcalc6_na4603_ips14_ma72
258,2021,6,11,20,16,3,13,heatmap_np258_pos1753_sppcalc6_na2021_ips11_ma16
16,5867,253,14,20,8,3,5,heatmap_np16_pos4051_sppcalc253_na5867_ips14_ma8
263,868,2,7,20,48,3,40,heatmap_np263_pos555_sppcalc2_na868_ips7_ma48
335,9466,12,8,20,5,3,3,heatmap_np335_pos4171_sppcalc12_na9466_ips8_ma5
125,3794,18,20,20,69,3,40,heatmap_np125_pos2261_sppcalc18_na3794_ips20_ma69
221,3727,1,12,20,23,3,20,heatmap_np221_pos238_sppcalc1_na3727_ips12_ma23
388,1024,1,11,20,9,3,6,heatmap_np388_pos610_sppcalc1_na1024_ips11_ma9
196,5363,13,19,20,64,3,40,heatmap_np196_pos2684_sppcalc13_na5363_ips19_ma64
162,27,14,19,20,51,3,40,heatmap_np162_pos2346_sppcalc14_na27_ips19_ma51
346,450,9,13,20,38,3,35,heatmap_np346_pos3456_sppcalc9_na450_ips13_ma38
186,278,16,19,20,69,3,40,heatmap_np186_pos3120_sppcalc16_na278_ips19_ma69
382,2587,6,12,20,9,3,6,heatmap_np382_pos2551_sppcalc6_na2587_ips12_ma9
307,1911,14,17,20,59,3,40,heatmap_np307_pos4493_sppcalc14_na1911_ips17_ma59
350,2344,9,12,20,62,3,40,heatmap_np350_pos3343_sppcalc9_na2344_ips12_ma62
130,3729,3,18,20,36,3,33,heatmap_np130_pos394_sppcalc3_na3729_ips18_ma36
178,6343,9,16,20,10,3,7,heatmap_np178_pos1696_sppcalc9_na6343_ips16_ma10
261,8838,14,8,20,13,3,10,heatmap_np261_pos3727_sppcalc14_na8838_ips8_ma13
172,6349,14,16,20,65,3,40,heatmap_np172_pos2528_sppcalc14_na6349_ips16_ma65
397,6365,8,19,20,14,3,11,heatmap_np397_pos3202_sppcalc8_na6365_ips19_ma14
208,2537,14,17,20,51,3,40,heatmap_np208_pos3114_sppcalc14_na2537_ips17_ma51
115,6973,36,10,20,32,3,29,heatmap_np115_pos4197_sppcalc36_na6973_ips10_ma32
174,9671,27,6,20,19,3,16,heatmap_np174_pos4810_sppcalc27_na9671_ips6_ma19
220,3634,19,12,20,68,3,40,heatmap_np220_pos4291_sppcalc19_na3634_ips12_ma68
242,6638,5,17,20,28,3,25,heatmap_np242_pos1249_sppcalc5_na6638_ips17_ma28
393,1763,1,20,20,61,3,40,heatmap_np393_pos83_sppcalc1_na1763_ips20_ma61
263,4820,14,13,20,71,3,40,heatmap_np263_pos3694_sppcalc14_na4820_ips13_ma71
346,521,2,11,20,31,3,28,heatmap_np346_pos922_sppcalc2_na521_ips11_ma31
174,7981,22,20,20,10,3,7,heatmap_np174_pos3973_sppcalc22_na7981_ips20_ma10
153,6248,25,15,20,43,3,40,heatmap_np153_pos3845_sppcalc25_na6248_ips15_ma43
280,902,11,9,20,25,3,22,heatmap_np280_pos3154_sppcalc11_na902_ips9_ma25
339,2887,8,10,20,56,3,40,heatmap_np339_pos2744_sppcalc8_na2887_ips10_ma56
257,8556,8,18,20,13,3,10,heatmap_np257_pos2199_sppcalc8_na8556_ips18_ma13
110,1142,18,13,20,9,3,6,heatmap_np110_pos2020_sppcalc18_na1142_ips13_ma9
174,6155,25,9,20,71,3,40,heatmap_np174_pos4359_sppcalc25_na6155_ips9_ma71
270,9993,1,19,20,32,3,29,heatmap_np270_pos451_sppcalc1_na9993_ips19_ma32
125,862,8,17,20,17,3,14,heatmap_np125_pos1121_sppcalc8_na862_ips17_ma17
337,431,1,14,20,75,3,40,heatmap_np337_pos327_sppcalc1_na431_ips14_ma75
253,6382,6,20,20,72,3,40,heatmap_np253_pos1685_sppcalc6_na6382_ips20_ma72
24,7136,87,17,20,6,3,3,heatmap_np24_pos2109_sppcalc87_na7136_ips17_ma6
169,8579,8,19,20,61,3,40,heatmap_np169_pos1449_sppcalc8_na8579_ips19_ma61
50,8315,88,9,20,26,3,23,heatmap_np50_pos4416_sppcalc88_na8315_ips9_ma26
86,2572,43,18,20,9,3,6,heatmap_np86_pos3723_sppcalc43_na2572_ips18_ma9
293,6635,2,11,20,43,3,40,heatmap_np293_pos839_sppcalc2_na6635_ips11_ma43
96,187,36,12,20,70,3,40,heatmap_np96_pos3524_sppcalc36_na187_ips12_ma70
302,4441,15,11,20,13,3,10,heatmap_np302_pos4636_sppcalc15_na4441_ips11_ma13
385,6644,10,13,20,15,3,12,heatmap_np385_pos4103_sppcalc10_na6644_ips13_ma15
72,7106,14,10,20,33,3,30,heatmap_np72_pos1055_sppcalc14_na7106_ips10_ma33
205,9033,20,11,20,58,3,40,heatmap_np205_pos4218_sppcalc20_na9033_ips11_ma58
153,8424,28,14,20,45,3,40,heatmap_np153_pos4367_sppcalc28_na8424_ips14_ma45
46,7800,64,13,20,34,3,31,heatmap_np46_pos2948_sppcalc64_na7800_ips13_ma34
222,5343,21,14,20,34,3,31,heatmap_np222_pos4855_sppcalc21_na5343_ips14_ma34
318,2987,2,20,20,7,3,4,heatmap_np318_pos763_sppcalc2_na2987_ips20_ma7
31,9753,89,15,20,17,3,14,heatmap_np31_pos2787_sppcalc89_na9753_ips15_ma17
114,9916,37,10,20,39,3,36,heatmap_np114_pos4318_sppcalc37_na9916_ips10_ma39
200,2628,19,7,20,51,3,40,heatmap_np200_pos3961_sppcalc19_na2628_ips7_ma51
39,5455,91,7,20,31,3,28,heatmap_np39_pos3577_sppcalc91_na5455_ips7_ma31
398,9756,8,16,20,53,3,40,heatmap_np398_pos3307_sppcalc8_na9756_ips16_ma53
95,5216,39,20,20,40,3,37,heatmap_np95_pos3795_sppcalc39_na5216_ips20_ma40
74,1261,33,5,20,41,3,38,heatmap_np74_pos2478_sppcalc33_na1261_ips5_ma41
212,4702,13,9,20,52,3,40,heatmap_np212_pos2952_sppcalc13_na4702_ips9_ma52
271,247,3,8,20,47,3,40,heatmap_np271_pos915_sppcalc3_na247_ips8_ma47
349,5880,9,13,20,40,3,37,heatmap_np349_pos3262_sppcalc9_na5880_ips13_ma40
158,1699,1,16,20,68,3,40,heatmap_np158_pos44_sppcalc1_na1699_ips16_ma68
362,7141,7,8,20,71,3,40,heatmap_np362_pos2744_sppcalc7_na7141_ips8_ma71
358,3778,9,20,20,25,3,22,heatmap_np358_pos3295_sppcalc9_na3778_ips20_ma25
10,5624,450,6,20,6,3,3,heatmap_np10_pos4508_sppcalc450_na5624_ips6_ma6
86,8796,57,7,20,11,3,8,heatmap_np86_pos4926_sppcalc57_na8796_ips7_ma11
280,5261,3,9,20,51,3,40,heatmap_np280_pos999_sppcalc3_na5261_ips9_ma51
142,6010,32,8,20,47,3,40,heatmap_np142_pos4647_sppcalc32_na6010_ips8_ma47
157,2641,17,19,20,43,3,40,heatmap_np157_pos2779_sppcalc17_na2641_ips19_ma43
151,7246,11,12,20,74,3,40,heatmap_np151_pos1698_sppcalc11_na7246_ips12_ma74
67,4299,28,19,20,42,3,39,heatmap_np67_pos1931_sppcalc28_na4299_ips19_ma42
169,921,13,16,20,8,3,5,heatmap_np169_pos2352_sppcalc13_na921_ips16_ma8
303,2649,1,6,20,52,3,40,heatmap_np303_pos449_sppcalc1_na2649_ips6_ma52
52,7963,29,20,20,14,3,11,heatmap_np52_pos1531_sppcalc29_na7963_ips20_ma14
294,2191,7,10,20,71,3,40,heatmap_np294_pos2256_sppcalc7_na2191_ips10_ma71
56,428,88,14,20,18,3,15,heatmap_np56_pos4957_sppcalc88_na428_ips14_ma18
321,1882,1,8,20,52,3,40,heatmap_np321_pos124_sppcalc1_na1882_ips8_ma52
282,9581,9,5,20,19,3,16,heatmap_np282_pos2752_sppcalc9_na9581_ips5_ma19
116,3895,36,19,20,43,3,40,heatmap_np116_pos4271_sppcalc36_na3895_ips19_ma43
302,5511,9,6,20,36,3,33,heatmap_np302_pos2909_sppcalc9_na5511_ips6_ma36
181,1760,22,6,20,27,3,24,heatmap_np181_pos4053_sppcalc22_na1760_ips6_ma27
329,4514,10,17,20,33,3,30,heatmap_np329_pos3375_sppcalc10_na4514_ips17_ma33
282,9230,7,5,20,18,3,15,heatmap_np282_pos2058_sppcalc7_na9230_ips5_ma18
279,5298,10,9,20,73,3,40,heatmap_np279_pos2803_sppcalc10_na5298_ips9_ma73
103,47,3,13,20,50,3,40,heatmap_np103_pos398_sppcalc3_na47_ips13_ma50
313,5499,12,17,20,13,3,10,heatmap_np313_pos3880_sppcalc12_na5499_ips17_ma13
212,9473,21,10,20,48,3,40,heatmap_np212_pos4475_sppcalc21_na9473_ips10_ma48
366,9130,12,14,20,35,3,32,heatmap_np366_pos4560_sppcalc12_na9130_ips14_ma35
288,7652,10,9,20,15,3,12,heatmap_np288_pos3116_sppcalc10_na7652_ips9_ma15
284,1183,7,18,20,33,3,30,heatmap_np284_pos2264_sppcalc7_na1183_ips18_ma33
94,5704,16,20,20,40,3,37,heatmap_np94_pos1580_sppcalc16_na5704_ips20_ma40
125,1176,14,17,20,11,3,8,heatmap_np125_pos1873_sppcalc14_na1176_ips17_ma11
198,1588,2,19,20,8,3,5,heatmap_np198_pos511_sppcalc2_na1588_ips19_ma8
105,150,35,11,20,27,3,24,heatmap_np105_pos3761_sppcalc35_na150_ips11_ma27
90,8943,22,7,20,27,3,24,heatmap_np90_pos2018_sppcalc22_na8943_ips7_ma27
261,6361,16,20,20,39,3,36,heatmap_np261_pos4318_sppcalc16_na6361_ips20_ma39
170,9441,10,6,20,54,3,40,heatmap_np170_pos1718_sppcalc10_na9441_ips6_ma54
49,7374,9,19,20,42,3,39,heatmap_np49_pos463_sppcalc9_na7374_ips19_ma42
355,5425,8,20,20,50,3,40,heatmap_np355_pos2907_sppcalc8_na5425_ips20_ma50
247,2881,7,15,20,51,3,40,heatmap_np247_pos1887_sppcalc7_na2881_ips15_ma51
362,8184,2,7,20,14,3,11,heatmap_np362_pos1058_sppcalc2_na8184_ips7_ma14
95,5875,46,13,20,42,3,39,heatmap_np95_pos4381_sppcalc46_na5875_ips13_ma42
68,7005,54,17,20,9,3,6,heatmap_np68_pos3713_sppcalc54_na7005_ips17_ma9
137,9048,12,16,20,45,3,40,heatmap_np137_pos1660_sppcalc12_na9048_ips16_ma45
389,1701,1,12,20,22,3,19,heatmap_np389_pos149_sppcalc1_na1701_ips12_ma22
55,9021,39,12,20,15,3,12,heatmap_np55_pos2178_sppcalc39_na9021_ips12_ma15
78,3924,37,10,20,60,3,40,heatmap_np78_pos2925_sppcalc37_na3924_ips10_ma60
74,1061,48,5,20,56,3,40,heatmap_np74_pos3571_sppcalc48_na1061_ips5_ma56
131,8485,29,18,20,30,3,27,heatmap_np131_pos3857_sppcalc29_na8485_ips18_ma30
100,7093,6,19,20,64,3,40,heatmap_np100_pos646_sppcalc6_na7093_ips19_ma64
134,983,31,19,20,21,3,18,heatmap_np134_pos4258_sppcalc31_na983_ips19_ma21
157,4807,27,8,20,11,3,8,heatmap_np157_pos4369_sppcalc27_na4807_ips8_ma11
243,7526,7,10,20,63,3,40,heatmap_np243_pos1808_sppcalc7_na7526_ips10_ma63
14,9475,262,6,20,11,3,8,heatmap_np14_pos3678_sppcalc262_na9475_ips6_ma11
79,9525,62,18,20,39,3,36,heatmap_np79_pos4971_sppcalc62_na9525_ips18_ma39
333,6387,8,13,20,33,3,30,heatmap_np333_pos2858_sppcalc8_na6387_ips13_ma33
348,6889,7,10,20,40,3,37,heatmap_np348_pos2707_sppcalc7_na6889_ips10_ma40
362,1217,3,20,20,67,3,40,heatmap_np362_pos1390_sppcalc3_na1217_ips20_ma67
244,9063,10,5,20,66,3,40,heatmap_np244_pos2642_sppcalc10_na9063_ips5_ma66
107,4735,6,5,20,5,3,3,heatmap_np107_pos671_sppcalc6_na4735_ips5_ma5
384,2227,10,9,20,37,3,34,heatmap_np384_pos4187_sppcalc10_na2227_ips9_ma37
335,9423,3,12,20,46,3,40,heatmap_np335_pos1019_sppcalc3_na9423_ips12_ma46
158,2258,31,9,20,63,3,40,heatmap_np158_pos4954_sppcalc31_na2258_ips9_ma63
281,8161,17,20,20,31,3,28,heatmap_np281_pos4920_sppcalc17_na8161_ips20_ma31
343,9714,10,5,20,39,3,36,heatmap_np343_pos3575_sppcalc10_na9714_ips5_ma39
161,7295,3,15,20,47,3,40,heatmap_np161_pos631_sppcalc3_na7295_ips15_ma47
358,6797,9,12,20,10,3,7,heatmap_np358_pos3444_sppcalc9_na6797_ips12_ma10
117,3756,11,8,20,42,3,39,heatmap_np117_pos1323_sppcalc11_na3756_ips8_ma42
261,929,1,14,20,61,3,40,heatmap_np261_pos295_sppcalc1_na929_ips14_ma61
316,9641,3,6,20,32,3,29,heatmap_np316_pos993_sppcalc3_na9641_ips6_ma32
306,4957,12,12,20,57,3,40,heatmap_np306_pos3800_sppcalc12_na4957_ips12_ma57
118,8968,23,18,20,59,3,40,heatmap_np118_pos2823_sppcalc23_na8968_ips18_ma59
394,1170,1,9,20,57,3,40,heatmap_np394_pos160_sppcalc1_na1170_ips9_ma57
284,3541,7,16,20,7,3,4,heatmap_np284_pos2209_sppcalc7_na3541_ips16_ma7
176,4952,27,5,20,37,3,34,heatmap_np176_pos4780_sppcalc27_na4952_ips5_ma37
358,6005,8,10,20,21,3,18,heatmap_np358_pos2969_sppcalc8_na6005_ips10_ma21
149,652,29,17,20,75,3,40,heatmap_np149_pos4412_sppcalc29_na652_ips17_ma75
297,2828,14,17,20,59,3,40,heatmap_np297_pos4345_sppcalc14_na2828_ips17_ma59
360,7099,2,12,20,67,3,40,heatmap_np360_pos938_sppcalc2_na7099_ips12_ma67
172,1442,19,18,20,58,3,40,heatmap_np172_pos3397_sppcalc19_na1442_ips18_ma58
104,4697,35,18,20,17,3,14,heatmap_np104_pos3686_sppcalc35_na4697_ips18_ma17
36,4722,43,20,20,16,3,13,heatmap_np36_pos1578_sppcalc43_na4722_ips20_ma16
181,6649,3,9,20,22,3,19,heatmap_np181_pos716_sppcalc3_na6649_ips9_ma22
135,4931,9,14,20,12,3,9,heatmap_np135_pos1236_sppcalc9_na4931_ips14_ma12
83,1029,58,12,20,23,3,20,heatmap_np83_pos4840_sppcalc58_na1029_ips12_ma23
140,8685,1,6,20,64,3,40,heatmap_np140_pos76_sppcalc1_na8685_ips6_ma64
185,1738,7,8,20,24,3,21,heatmap_np185_pos1338_sppcalc7_na1738_ips8_ma24
76,8271,40,13,20,26,3,23,heatmap_np76_pos3065_sppcalc40_na8271_ips13_ma26
388,1874,10,14,20,47,3,40,heatmap_np388_pos4001_sppcalc10_na1874_ips14_ma47
374,9990,4,19,20,57,3,40,heatmap_np374_pos1792_sppcalc4_na9990_ips19_ma57
157,7504,9,12,20,24,3,21,heatmap_np157_pos1446_sppcalc9_na7504_ips12_ma24
186,2957,25,9,20,39,3,36,heatmap_np186_pos4748_sppcalc25_na2957_ips9_ma39
20,3598,167,12,20,13,3,10,heatmap_np20_pos3350_sppcalc167_na3598_ips12_ma13
164,8518,18,19,20,35,3,32,heatmap_np164_pos2967_sppcalc18_na8518_ips19_ma35
182,2109,13,18,20,74,3,40,heatmap_np182_pos2500_sppcalc13_na2109_ips18_ma74
313,9349,4,8,20,32,3,29,heatmap_np313_pos1339_sppcalc4_na9349_ips8_ma32
381,4124,3,15,20,52,3,40,heatmap_np381_pos1169_sppcalc3_na4124_ips15_ma52
16,4065,130,19,20,9,3,6,heatmap_np16_pos2089_sppcalc130_na4065_ips19_ma9
166,1039,10,15,20,75,3,40,heatmap_np166_pos1818_sppcalc10_na1039_ips15_ma75
352,7139,5,16,20,38,3,35,heatmap_np352_pos1907_sppcalc5_na7139_ips16_ma38
114,6064,19,12,20,32,3,29,heatmap_np114_pos2216_sppcalc19_na6064_ips12_ma32
344,787,13,16,20,29,3,26,heatmap_np344_pos4764_sppcalc13_na787_ips16_ma29
66,8402,35,9,20,58,3,40,heatmap_np66_pos2357_sppcalc35_na8402_ips9_ma58
375,8131,4,11,20,7,3,4,heatmap_np375_pos1648_sppcalc4_na8131_ips11_ma7
38,2400,68,8,20,27,3,24,heatmap_np38_pos2587_sppcalc68_na2400_ips8_ma27
211,7357,12,19,20,16,3,13,heatmap_np211_pos2618_sppcalc12_na7357_ips19_ma16
375,8056,6,18,20,56,3,40,heatmap_np375_pos2398_sppcalc6_na8056_ips18_ma56
372,2930,6,6,20,14,3,11,heatmap_np372_pos2353_sppcalc6_na2930_ips6_ma14
232,1077,17,7,20,45,3,40,heatmap_np232_pos4127_sppcalc17_na1077_ips7_ma45
143,3303,30,12,20,70,3,40,heatmap_np143_pos4350_sppcalc30_na3303_ips12_ma70
318,9421,2,6,20,6,3,3,heatmap_np318_pos766_sppcalc2_na9421_ips6_ma6
318,5880,4,13,20,55,3,40,heatmap_np318_pos1493_sppcalc4_na5880_ips13_ma55
51,713,43,10,20,30,3,27,heatmap_np51_pos2240_sppcalc43_na713_ips10_ma30
108,6731,9,14,20,27,3,24,heatmap_np108_pos1025_sppcalc9_na6731_ips14_ma27
62,7321,13,14,20,49,3,40,heatmap_np62_pos814_sppcalc13_na7321_ips14_ma49
311,5724,11,15,20,56,3,40,heatmap_np311_pos3437_sppcalc11_na5724_ips15_ma56
292,9296,12,5,20,71,3,40,heatmap_np292_pos3696_sppcalc12_na9296_ips5_ma71
332,6635,1,14,20,41,3,38,heatmap_np332_pos167_sppcalc1_na6635_ips14_ma41
86,7200,31,8,20,53,3,40,heatmap_np86_pos2674_sppcalc31_na7200_ips8_ma53
140,5931,1,12,20,66,3,40,heatmap_np140_pos121_sppcalc1_na5931_ips12_ma66
318,4396,6,15,20,57,3,40,heatmap_np318_pos2009_sppcalc6_na4396_ips15_ma57
